year,team_name,scoring_points_per_game,first_downs_total,rushing_yardsperattempt,passing_rating,passing_yards,total_offense_yardsperplay,punt_returns_yardsperreturn,kickoff_returns_yardsperreturn,punting_yardsperpunt,time_of_possessionpergame,third_down_conversions_conversion_perc,fourth_down_conversions_conversion_perc,red_zone_success_perc,field_goals_success_perc,pat_kicking_success_perc,two_point_conversions_success_perc,scoring_games,scoring_points,first_downs_rushing,first_downs_passing,first_downs_by_penalty,rushing_attempts,rushing_yards,rushing_td,passing_attempts,passing_completions,passing_interceptions,passing_td,total_offense_plays,total_offense_yards,punt_returns_returns,punt_returns_yards,punt_returns_td,kickoff_returns_returns,kickoff_returns_yards,kickoff_returns_td,punting_punts,punting_yards,interceptions_returns,interceptions_yards,interceptions_td,fumbles_number,fumbles_lost,penalties_number,penalties_yards,third_down_conversions_attempts,third_down_conversions_conversions,fourth_down_conversions_attempts,fourth_down_conversions_conversions,red_zone_attempts,red_zone_scores,field_goals_attempts,field_goals_made,pat_kicking_attempts,pat_kicking_made,two_point_conversions_attempts,two_point_conversions_made,opponent_scoring_points_per_game,opponent_first_downs_total,opponent_rushing_yardsperattempt,opponent_passing_rating,opponent_passing_yards,opponent_total_offense_yardsperplay,opponent_punt_returns_yardsperreturn,opponent_kickoff_returns_yardsperreturn,opponent_punting_yardsperpunt,opponent_time_of_possessionpergame,opponent_third_down_conversions_conversion_perc,opponent_fourth_down_conversions_conversion_perc,opponent_red_zone_success_perc,opponent_field_goals_success_perc,opponent_pat_kicking_success_perc,opponent_two_point_conversions_success_perc,opponent_scoring_games,opponent_scoring_points,opponent_first_downs_rushing,opponent_first_downs_passing,opponent_first_downs_by_penalty,opponent_rushing_attempts,opponent_rushing_yards,opponent_rushing_td,opponent_passing_attempts,opponent_passing_completions,opponent_passing_interceptions,opponent_passing_td,opponent_total_offense_plays,opponent_total_offense_yards,opponent_punt_returns_returns,opponent_punt_returns_yards,opponent_punt_returns_td,opponent_kickoff_returns_returns,opponent_kickoff_returns_yards,opponent_kickoff_returns_td,opponent_punting_punts,opponent_punting_yards,opponent_interceptions_returns,opponent_interceptions_yards,opponent_interceptions_td,opponent_fumbles_number,opponent_fumbles_lost,opponent_penalties_number,opponent_penalties_yards,opponent_third_down_conversions_attempts,opponent_third_down_conversions_conversions,opponent_fourth_down_conversions_attempts,opponent_fourth_down_conversions_conversions,opponent_red_zone_attempts,opponent_red_zone_scores,opponent_field_goals_attempts,opponent_field_goals_made,opponent_pat_kicking_attempts,opponent_pat_kicking_made,opponent_two_point_conversions_attempts,opponent_two_point_conversions_made
2011,Central Michigan,22.6,236.0,4.17,126.82,3290.0,5.92,7.77,20.14,38.65,29:05.75,0.354,0.4,0.8387,0.813,1.0,1.0,12.0,271.0,78.0,145.0,13.0,333.0,1389.0,7.0,458.0,258.0,18.0,25.0,791.0,4679.0,13.0,101.0,0.0,63.0,1269.0,0.0,66.0,2551.0,8.0,52.0,0.0,17.0,5.0,56.0,560.0,161.0,57.0,15.0,6.0,31.0,26.0,16.0,13.0,32.0,32.0,1.0,1.0,33.3,260.0,4.54,143.29,2901.0,5.93,10.88,21.2,39.14,30:54.25,0.45549999999999996,0.7143,0.8269,0.7240000000000001,1.0,0.3333,12.0,400.0,109.0,131.0,20.0,494.0,2244.0,23.0,374.0,229.0,8.0,24.0,868.0,5145.0,26.0,283.0,0.0,44.0,933.0,0.0,59.0,2309.0,18.0,191.0,1.0,9.0,3.0,64.0,566.0,191.0,87.0,14.0,10.0,52.0,43.0,29.0,21.0,45.0,45.0,3.0,1.0
2012,Central Michigan,28.8,268.0,4.7,137.58,3170.0,6.19,2.58,22.48,41.42,29:24.92,0.391,0.3077,0.875,0.75,0.978,0.5,13.0,375.0,105.0,143.0,20.0,415.0,1952.0,22.0,413.0,244.0,9.0,23.0,828.0,5122.0,12.0,31.0,0.0,54.0,1214.0,0.0,57.0,2361.0,13.0,178.0,2.0,12.0,7.0,55.0,487.0,156.0,61.0,13.0,4.0,48.0,42.0,20.0,15.0,45.0,44.0,2.0,1.0,32.4,286.0,4.88,136.6,3129.0,6.04,12.36,19.64,41.61,30:35.08,0.43979999999999997,0.6071,0.8595999999999999,0.938,1.0,0.0,13.0,421.0,131.0,141.0,14.0,511.0,2492.0,28.0,420.0,261.0,13.0,23.0,931.0,5621.0,22.0,272.0,1.0,50.0,982.0,0.0,49.0,2039.0,9.0,156.0,2.0,11.0,5.0,84.0,732.0,191.0,84.0,28.0,17.0,57.0,49.0,16.0,15.0,52.0,52.0,2.0,0.0
2013,Central Michigan,23.3,208.0,3.89,120.66,2500.0,5.41,6.56,23.23,43.1,29:52.50,0.4286,0.3,0.7674,0.706,0.943,,12.0,279.0,85.0,113.0,10.0,410.0,1593.0,16.0,346.0,192.0,17.0,15.0,756.0,4093.0,18.0,118.0,0.0,43.0,999.0,1.0,52.0,2241.0,14.0,296.0,3.0,15.0,10.0,52.0,500.0,154.0,66.0,10.0,3.0,43.0,33.0,17.0,12.0,35.0,33.0,0.0,0.0,28.6,252.0,4.78,132.01,2447.0,5.85,10.79,19.81,41.49,30:07.50,0.44789999999999996,0.4211,0.84,0.789,1.0,0.2,12.0,343.0,128.0,110.0,14.0,505.0,2415.0,23.0,326.0,200.0,14.0,16.0,831.0,4862.0,24.0,259.0,2.0,42.0,832.0,0.0,45.0,1867.0,17.0,221.0,1.0,20.0,8.0,57.0,532.0,163.0,73.0,19.0,8.0,50.0,42.0,19.0,15.0,38.0,38.0,5.0,1.0
2014,Central Michigan,26.9,287.0,4.0,149.54,3157.0,5.84,4.17,19.6,36.42,33:24.77,0.43829999999999997,0.4375,0.8077,0.727,0.9329999999999999,0.5,13.0,350.0,117.0,148.0,22.0,504.0,2018.0,19.0,382.0,243.0,13.0,27.0,886.0,5175.0,18.0,75.0,0.0,42.0,823.0,0.0,57.0,2076.0,14.0,94.0,1.0,22.0,14.0,70.0,604.0,162.0,71.0,16.0,7.0,52.0,42.0,11.0,8.0,45.0,42.0,2.0,1.0,25.2,248.0,3.75,131.0,3023.0,5.44,13.17,21.7,38.79,26:35.23,0.4011,0.5,0.8085,0.682,0.9470000000000001,1.0,13.0,327.0,87.0,138.0,23.0,426.0,1598.0,15.0,423.0,249.0,14.0,24.0,849.0,4621.0,12.0,158.0,0.0,43.0,933.0,0.0,58.0,2250.0,13.0,153.0,0.0,19.0,8.0,71.0,621.0,177.0,71.0,20.0,10.0,47.0,38.0,22.0,15.0,38.0,36.0,2.0,2.0
2015,Central Michigan,25.8,272.0,3.14,144.36,3905.0,5.71,4.33,19.11,39.62,32:56.85,0.4375,0.625,0.8868,0.667,1.0,0.0,13.0,336.0,80.0,174.0,18.0,420.0,1317.0,16.0,495.0,326.0,11.0,25.0,915.0,5222.0,12.0,52.0,0.0,37.0,707.0,0.0,66.0,2615.0,7.0,0.0,0.0,14.0,5.0,80.0,695.0,192.0,84.0,16.0,10.0,53.0,47.0,24.0,16.0,38.0,38.0,3.0,0.0,22.0,223.0,4.0,123.41,2509.0,5.14,5.2,23.3,38.47,27:03.15,0.35590000000000005,0.4783,0.7619,0.556,0.941,0.5,13.0,286.0,92.0,120.0,11.0,453.0,1810.0,17.0,388.0,226.0,7.0,17.0,841.0,4319.0,20.0,104.0,0.0,40.0,932.0,1.0,66.0,2539.0,11.0,162.0,2.0,22.0,11.0,68.0,596.0,177.0,63.0,23.0,11.0,42.0,32.0,18.0,10.0,34.0,32.0,2.0,1.0
2016,Central Michigan,26.3,257.0,3.7,132.78,3589.0,5.8,5.71,19.02,39.84,32:19.77,0.4153,0.5385,0.725,0.47100000000000003,1.0,1.0,13.0,342.0,85.0,153.0,19.0,407.0,1507.0,18.0,471.0,280.0,16.0,23.0,878.0,5096.0,14.0,80.0,0.0,59.0,1122.0,0.0,68.0,2709.0,13.0,178.0,4.0,20.0,8.0,62.0,630.0,183.0,76.0,13.0,7.0,40.0,29.0,17.0,8.0,42.0,42.0,1.0,1.0,30.3,259.0,4.64,138.72,2898.0,5.74,5.53,18.02,39.88,27:40.23,0.418,0.4286,0.7885,0.765,0.9590000000000001,0.5,13.0,394.0,108.0,134.0,17.0,474.0,2197.0,15.0,414.0,248.0,13.0,33.0,888.0,5095.0,19.0,105.0,1.0,46.0,829.0,0.0,66.0,2632.0,16.0,273.0,2.0,11.0,5.0,59.0,586.0,189.0,79.0,21.0,9.0,52.0,41.0,17.0,13.0,49.0,47.0,2.0,1.0
2017,Central Michigan,28.5,238.0,3.84,127.36,3324.0,5.49,5.45,21.23,42.19,28:31.46,0.3043,0.5556,0.7907,0.636,0.978,0.3333,13.0,370.0,81.0,128.0,29.0,454.0,1743.0,19.0,469.0,263.0,17.0,27.0,923.0,5067.0,20.0,109.0,0.0,44.0,934.0,1.0,90.0,3797.0,19.0,172.0,1.0,21.0,14.0,83.0,804.0,184.0,56.0,18.0,10.0,43.0,34.0,11.0,7.0,46.0,45.0,3.0,1.0,27.5,249.0,4.32,108.81,2412.0,5.03,9.24,18.82,40.66,31:28.54,0.3493,0.47369999999999995,0.7451000000000001,0.68,0.976,0.0,13.0,358.0,117.0,108.0,24.0,557.0,2408.0,24.0,402.0,220.0,19.0,16.0,959.0,4820.0,29.0,268.0,0.0,44.0,828.0,0.0,80.0,3253.0,17.0,240.0,2.0,16.0,12.0,90.0,816.0,209.0,73.0,19.0,9.0,51.0,38.0,25.0,17.0,42.0,41.0,2.0,0.0
2018,Central Michigan,15.0,181.0,3.23,85.25,1614.0,3.78,3.59,18.97,39.11,26:43.92,0.29100000000000004,0.46149999999999997,0.7692,0.8,0.9470000000000001,0.0,12.0,180.0,85.0,76.0,20.0,447.0,1442.0,8.0,362.0,176.0,18.0,10.0,809.0,3056.0,17.0,61.0,0.0,37.0,702.0,0.0,92.0,3598.0,10.0,138.0,0.0,14.0,9.0,98.0,851.0,189.0,55.0,13.0,6.0,26.0,20.0,15.0,12.0,19.0,18.0,2.0,0.0,27.3,245.0,4.43,111.81,1808.0,4.96,8.52,20.64,40.06,33:16.08,0.3933,0.4375,0.7872,0.647,0.976,,12.0,328.0,123.0,93.0,29.0,554.0,2456.0,28.0,306.0,174.0,10.0,11.0,860.0,4264.0,46.0,392.0,0.0,25.0,516.0,0.0,72.0,2884.0,18.0,150.0,2.0,24.0,12.0,71.0,699.0,178.0,70.0,16.0,7.0,47.0,37.0,17.0,11.0,42.0,41.0,0.0,0.0
2019,Central Michigan,30.4,312.0,4.83,131.78,3531.0,6.08,7.85,22.7,41.91,30:18.71,0.405,0.5667,0.8136,0.619,1.0,0.5,14.0,426.0,122.0,160.0,30.0,526.0,2539.0,36.0,473.0,290.0,13.0,19.0,999.0,6070.0,27.0,212.0,0.0,33.0,749.0,0.0,55.0,2305.0,13.0,135.0,0.0,26.0,17.0,118.0,925.0,200.0,81.0,30.0,17.0,59.0,48.0,21.0,13.0,47.0,47.0,8.0,4.0,28.3,275.0,3.49,136.18,3363.0,5.42,9.38,23.05,39.6,29:41.00,0.3368,0.375,0.92,0.9,0.9790000000000001,0.0,14.0,396.0,102.0,146.0,27.0,493.0,1719.0,20.0,445.0,267.0,13.0,25.0,938.0,5082.0,21.0,197.0,0.0,41.0,945.0,0.0,68.0,2693.0,13.0,111.0,1.0,13.0,6.0,93.0,851.0,190.0,64.0,32.0,12.0,50.0,46.0,20.0,18.0,47.0,46.0,2.0,0.0
2020,Central Michigan,31.3,117.0,5.03,128.94,1214.0,5.83,3.33,19.0,43.18,28:57.83,0.2824,0.5789,0.7826000000000001,1.0,0.941,0.6667000000000001,6.0,188.0,65.0,49.0,3.0,260.0,1309.0,16.0,173.0,106.0,4.0,7.0,433.0,2523.0,9.0,30.0,0.0,16.0,304.0,0.0,33.0,1425.0,8.0,48.0,0.0,9.0,5.0,37.0,356.0,85.0,24.0,19.0,11.0,23.0,18.0,8.0,8.0,17.0,16.0,6.0,4.0,30.2,129.0,3.13,154.64,1783.0,5.85,4.6,21.04,36.86,31:02.17,0.44939999999999997,0.375,0.95,0.778,0.9570000000000001,,6.0,181.0,48.0,68.0,13.0,250.0,783.0,7.0,189.0,109.0,8.0,15.0,439.0,2566.0,10.0,46.0,0.0,28.0,589.0,1.0,28.0,1032.0,4.0,13.0,0.0,11.0,7.0,33.0,227.0,89.0,40.0,8.0,3.0,20.0,19.0,9.0,7.0,23.0,22.0,0.0,0.0
2021,Central Michigan,32.3,300.0,4.48,143.07,3400.0,5.92,19.06,21.43,40.6,31:03.08,0.37170000000000003,0.5861999999999999,0.8039000000000001,0.654,0.961,0.5,13.0,420.0,132.0,151.0,17.0,520.0,2329.0,18.0,448.0,273.0,10.0,31.0,968.0,5729.0,16.0,305.0,2.0,30.0,643.0,1.0,58.0,2355.0,5.0,31.0,1.0,11.0,4.0,82.0,741.0,191.0,71.0,29.0,17.0,51.0,41.0,26.0,17.0,51.0,49.0,2.0,1.0,25.8,255.0,3.35,143.44,3422.0,5.59,7.0,19.2,40.79,28:56.69,0.2995,0.45159999999999995,0.8537,0.737,0.946,0.6,13.0,335.0,102.0,130.0,23.0,463.0,1551.0,18.0,426.0,261.0,5.0,22.0,889.0,4973.0,14.0,98.0,1.0,44.0,845.0,0.0,72.0,2937.0,10.0,53.0,0.0,16.0,10.0,68.0,603.0,187.0,56.0,31.0,14.0,41.0,35.0,19.0,14.0,37.0,35.0,5.0,3.0
2022,Central Michigan,24.8,241.0,4.35,119.26,2497.0,5.33,5.05,20.62,43.04,28:50.00,0.3529,0.5455,0.7381,0.429,0.871,0.6667000000000001,12.0,297.0,95.0,118.0,28.0,443.0,1925.0,22.0,387.0,219.0,10.0,16.0,830.0,4422.0,22.0,111.0,0.0,34.0,701.0,0.0,55.0,2367.0,4.0,29.0,0.0,24.0,18.0,83.0,753.0,170.0,60.0,33.0,18.0,42.0,31.0,14.0,6.0,31.0,27.0,9.0,6.0,28.2,246.0,3.83,133.08,2647.0,5.18,8.1,17.9,41.33,31:10.00,0.326,0.5,0.7726999999999999,0.474,0.951,0.6667000000000001,12.0,338.0,105.0,125.0,16.0,478.0,1831.0,20.0,386.0,230.0,4.0,21.0,864.0,4478.0,10.0,81.0,0.0,21.0,376.0,0.0,70.0,2893.0,10.0,121.0,0.0,13.0,6.0,86.0,840.0,181.0,59.0,24.0,12.0,44.0,34.0,19.0,9.0,41.0,39.0,3.0,2.0
2015,Charlotte,17.5,234.0,3.48,97.36,2089.0,4.32,3.59,19.57,37.6,28:20.92,0.34130000000000005,0.5217,0.6757,0.519,1.0,,12.0,210.0,123.0,96.0,15.0,562.0,1957.0,9.0,375.0,196.0,23.0,12.0,937.0,4046.0,22.0,79.0,0.0,53.0,1037.0,1.0,77.0,2895.0,10.0,30.0,1.0,24.0,12.0,64.0,652.0,208.0,71.0,23.0,12.0,37.0,25.0,27.0,14.0,24.0,24.0,0.0,0.0,36.3,254.0,4.57,130.9,2741.0,5.54,6.79,23.69,39.8,31:39.08,0.38659999999999994,0.55,0.7679,0.643,0.907,1.0,12.0,435.0,115.0,114.0,25.0,500.0,2287.0,23.0,407.0,240.0,10.0,25.0,907.0,5028.0,14.0,95.0,2.0,35.0,829.0,1.0,61.0,2428.0,23.0,430.0,4.0,25.0,12.0,73.0,656.0,194.0,75.0,20.0,11.0,56.0,43.0,28.0,18.0,54.0,49.0,1.0,1.0
2016,Charlotte,25.2,237.0,4.34,109.53,2313.0,4.92,2.88,19.67,38.46,28:59.50,0.3214,0.48479999999999995,0.8140000000000001,0.6920000000000001,0.868,0.5,12.0,302.0,106.0,102.0,29.0,487.0,2114.0,18.0,413.0,214.0,6.0,17.0,900.0,4427.0,17.0,49.0,1.0,52.0,1023.0,0.0,76.0,2923.0,16.0,155.0,1.0,11.0,9.0,88.0,818.0,196.0,63.0,33.0,16.0,43.0,35.0,13.0,9.0,38.0,33.0,2.0,1.0,34.6,290.0,4.24,138.32,3718.0,6.03,5.95,20.7,38.02,31:00.50,0.41859999999999997,0.5,0.8833,0.8240000000000001,1.0,0.0,12.0,415.0,95.0,169.0,26.0,406.0,1721.0,24.0,496.0,310.0,16.0,29.0,902.0,5439.0,22.0,131.0,0.0,50.0,1035.0,0.0,57.0,2167.0,6.0,120.0,1.0,18.0,7.0,89.0,800.0,172.0,72.0,20.0,10.0,60.0,53.0,17.0,14.0,49.0,49.0,5.0,0.0
2017,Charlotte,14.2,168.0,4.66,91.35,1643.0,4.92,5.06,23.12,43.47,27:12.33,0.2601,0.45,0.6923,0.308,0.8420000000000001,0.5,12.0,170.0,85.0,70.0,13.0,428.0,1995.0,13.0,312.0,146.0,16.0,10.0,740.0,3638.0,16.0,81.0,0.0,43.0,994.0,0.0,85.0,3695.0,2.0,0.0,0.0,13.0,4.0,78.0,771.0,173.0,45.0,20.0,9.0,26.0,18.0,13.0,4.0,19.0,16.0,4.0,2.0,32.8,282.0,4.78,152.08,2985.0,6.16,6.11,19.17,37.61,32:47.67,0.43560000000000004,0.4,0.8957999999999999,0.667,1.0,0.5,12.0,393.0,132.0,134.0,16.0,517.0,2470.0,26.0,369.0,255.0,2.0,18.0,886.0,5455.0,18.0,110.0,0.0,23.0,441.0,0.0,57.0,2144.0,16.0,338.0,5.0,16.0,9.0,60.0,500.0,163.0,71.0,15.0,6.0,48.0,43.0,18.0,12.0,49.0,49.0,2.0,1.0
2018,Charlotte,21.7,237.0,3.71,125.31,2166.0,4.96,4.75,16.96,40.0,34:59.08,0.4213,0.31579999999999997,0.8095,0.773,1.0,0.3333,12.0,260.0,119.0,96.0,22.0,526.0,1951.0,18.0,304.0,182.0,8.0,10.0,830.0,4117.0,12.0,57.0,0.0,27.0,458.0,0.0,60.0,2400.0,9.0,194.0,2.0,12.0,7.0,64.0,565.0,178.0,75.0,19.0,6.0,42.0,34.0,22.0,17.0,27.0,27.0,3.0,1.0,26.6,197.0,3.45,150.75,2780.0,5.78,14.5,22.0,39.95,25:00.92,0.3732,0.29410000000000003,0.8049,0.643,0.9740000000000001,0.3333,12.0,319.0,64.0,116.0,17.0,368.0,1268.0,17.0,332.0,219.0,9.0,20.0,700.0,4048.0,22.0,319.0,2.0,20.0,440.0,1.0,55.0,2197.0,8.0,91.0,0.0,17.0,7.0,55.0,536.0,142.0,53.0,17.0,5.0,41.0,33.0,14.0,9.0,39.0,38.0,3.0,1.0
2019,Charlotte,29.8,270.0,4.94,148.64,2749.0,6.31,7.06,17.27,38.73,31:59.46,0.4103,0.5652,0.8837,0.769,0.9329999999999999,0.2857,13.0,388.0,129.0,119.0,22.0,527.0,2605.0,26.0,321.0,195.0,14.0,24.0,848.0,5354.0,18.0,127.0,1.0,22.0,380.0,0.0,51.0,1975.0,9.0,101.0,1.0,11.0,5.0,68.0,594.0,156.0,64.0,23.0,13.0,43.0,38.0,13.0,10.0,45.0,42.0,7.0,2.0,32.4,252.0,4.89,146.27,2457.0,6.01,12.53,25.61,41.45,28:00.54,0.4172,0.7895,0.8077,0.625,0.9620000000000001,0.6667000000000001,13.0,421.0,125.0,109.0,18.0,510.0,2495.0,27.0,314.0,195.0,9.0,23.0,824.0,4952.0,19.0,238.0,3.0,23.0,589.0,2.0,55.0,2280.0,14.0,167.0,1.0,12.0,6.0,75.0,744.0,163.0,68.0,19.0,15.0,52.0,42.0,16.0,10.0,53.0,51.0,3.0,2.0
2020,Charlotte,27.0,119.0,3.92,133.7,1337.0,5.45,5.0,20.74,41.8,34:17.50,0.40630000000000005,0.5832999999999999,0.8571,0.5710000000000001,1.0,0.0,6.0,162.0,51.0,59.0,9.0,237.0,929.0,11.0,179.0,98.0,2.0,10.0,416.0,2266.0,6.0,30.0,0.0,19.0,394.0,1.0,30.0,1254.0,5.0,78.0,0.0,9.0,4.0,42.0,370.0,96.0,39.0,12.0,7.0,21.0,18.0,7.0,4.0,18.0,18.0,4.0,0.0,32.5,127.0,5.86,134.29,1233.0,6.55,8.25,24.14,44.28,25:42.50,0.46380000000000005,0.2,0.7241,0.5,0.9620000000000001,,6.0,195.0,58.0,57.0,12.0,219.0,1284.0,15.0,165.0,95.0,5.0,10.0,384.0,2517.0,8.0,66.0,0.0,7.0,169.0,0.0,18.0,797.0,2.0,44.0,0.0,7.0,3.0,29.0,222.0,69.0,32.0,10.0,2.0,29.0,21.0,8.0,4.0,26.0,25.0,0.0,0.0
2021,Charlotte,27.2,265.0,4.2,145.12,3044.0,5.89,6.57,21.5,42.2,32:13.75,0.40240000000000004,0.6286,0.7755,0.667,0.976,1.0,12.0,326.0,98.0,138.0,29.0,428.0,1798.0,13.0,394.0,247.0,10.0,27.0,822.0,4842.0,7.0,46.0,0.0,40.0,860.0,0.0,40.0,1688.0,8.0,44.0,2.0,21.0,10.0,77.0,636.0,164.0,66.0,35.0,22.0,49.0,38.0,15.0,10.0,41.0,40.0,1.0,1.0,34.0,267.0,5.34,168.21,3130.0,7.13,3.14,19.5,39.82,27:46.25,0.4397,0.625,0.7826000000000001,0.5710000000000001,0.963,1.0,12.0,408.0,120.0,132.0,15.0,458.0,2446.0,27.0,324.0,209.0,8.0,27.0,782.0,5576.0,7.0,22.0,0.0,12.0,234.0,0.0,34.0,1354.0,10.0,184.0,0.0,15.0,6.0,90.0,788.0,141.0,62.0,24.0,15.0,46.0,36.0,14.0,8.0,54.0,52.0,1.0,1.0
2022,Charlotte,24.4,255.0,3.75,137.82,3252.0,5.81,7.64,19.05,41.81,29:32.83,0.3962,0.3529,0.8649,0.6,1.0,0.2,12.0,293.0,81.0,146.0,28.0,371.0,1393.0,13.0,429.0,257.0,14.0,27.0,800.0,4645.0,14.0,107.0,0.0,44.0,838.0,0.0,47.0,1965.0,9.0,7.0,0.0,9.0,7.0,81.0,714.0,159.0,63.0,34.0,12.0,37.0,32.0,5.0,3.0,36.0,36.0,5.0,1.0,39.4,292.0,5.18,173.38,3337.0,7.08,4.55,20.85,43.0,30:05.17,0.44439999999999996,0.68,0.8245999999999999,0.778,0.9640000000000001,0.4286,12.0,473.0,130.0,136.0,26.0,477.0,2469.0,29.0,343.0,240.0,9.0,28.0,820.0,5806.0,11.0,50.0,1.0,13.0,271.0,0.0,32.0,1376.0,14.0,158.0,2.0,10.0,4.0,76.0,647.0,144.0,64.0,25.0,17.0,57.0,47.0,18.0,14.0,55.0,53.0,7.0,3.0
2009,Cincinnati,38.6,270.0,4.99,161.2,4014.0,6.98,13.0,28.52,39.88,25:46.46,0.4167,0.6923,0.8793000000000001,0.684,0.9690000000000001,1.0,13.0,502.0,89.0,164.0,17.0,361.0,1803.0,23.0,472.0,311.0,8.0,39.0,833.0,5817.0,19.0,247.0,1.0,54.0,1540.0,3.0,52.0,2074.0,16.0,189.0,0.0,11.0,2.0,63.0,589.0,144.0,60.0,13.0,9.0,58.0,51.0,19.0,13.0,65.0,63.0,1.0,1.0,23.1,267.0,3.63,128.38,2993.0,5.2,11.0,20.43,42.15,34:02.38,0.3951,0.6667000000000001,0.8809999999999999,0.875,0.938,0.4,13.0,300.0,106.0,147.0,14.0,515.0,1869.0,20.0,420.0,267.0,16.0,16.0,935.0,4862.0,24.0,264.0,1.0,69.0,1410.0,0.0,75.0,3161.0,8.0,102.0,0.0,12.0,3.0,82.0,672.0,205.0,81.0,27.0,18.0,42.0,37.0,16.0,14.0,32.0,30.0,5.0,2.0
2010,Cincinnati,27.1,263.0,4.68,131.68,3128.0,5.98,7.19,20.19,40.58,27:37.17,0.4561,0.4286,0.7805,0.7859999999999999,0.95,0.0,12.0,325.0,107.0,130.0,26.0,402.0,1880.0,15.0,435.0,251.0,15.0,27.0,837.0,5008.0,21.0,151.0,0.0,59.0,1191.0,0.0,55.0,2232.0,8.0,23.0,0.0,24.0,14.0,81.0,761.0,171.0,78.0,14.0,6.0,41.0,32.0,14.0,11.0,40.0,38.0,2.0,0.0,28.0,236.0,3.49,146.6,2808.0,5.31,4.76,21.78,39.12,32:17.50,0.4229,0.5,0.8043,0.643,0.977,,12.0,336.0,89.0,130.0,17.0,465.0,1625.0,19.0,370.0,240.0,8.0,25.0,835.0,4433.0,17.0,81.0,0.0,45.0,980.0,0.0,67.0,2621.0,15.0,294.0,0.0,20.0,6.0,75.0,685.0,175.0,74.0,12.0,6.0,46.0,37.0,14.0,9.0,44.0,43.0,0.0,0.0
2011,Cincinnati,33.3,255.0,4.64,124.42,2699.0,5.63,6.89,24.1,43.59,27:58.92,0.377,0.46149999999999997,0.7885,0.68,0.943,0.5,13.0,433.0,117.0,115.0,23.0,500.0,2321.0,28.0,392.0,223.0,14.0,20.0,892.0,5020.0,27.0,186.0,0.0,49.0,1181.0,1.0,64.0,2790.0,16.0,244.0,3.0,22.0,7.0,67.0,607.0,183.0,69.0,13.0,6.0,52.0,41.0,25.0,17.0,53.0,50.0,2.0,1.0,20.3,248.0,2.71,124.27,3394.0,4.93,6.86,18.9,39.16,32:00.38,0.3251,0.3529,0.8611,0.8,1.0,1.0,13.0,264.0,84.0,148.0,16.0,457.0,1239.0,10.0,483.0,291.0,16.0,17.0,940.0,4633.0,21.0,144.0,0.0,72.0,1361.0,0.0,80.0,3133.0,14.0,142.0,1.0,28.0,17.0,101.0,841.0,203.0,66.0,17.0,6.0,36.0,31.0,25.0,20.0,28.0,28.0,1.0,1.0
2012,Cincinnati,32.3,266.0,5.32,143.19,3104.0,6.63,9.69,24.68,41.12,28:43.00,0.4269,0.5,0.8367,0.773,0.9620000000000001,,13.0,420.0,124.0,120.0,22.0,492.0,2619.0,25.0,371.0,210.0,11.0,25.0,863.0,5723.0,26.0,252.0,0.0,34.0,839.0,0.0,60.0,2467.0,16.0,303.0,2.0,17.0,8.0,73.0,695.0,171.0,73.0,8.0,4.0,49.0,41.0,22.0,17.0,53.0,51.0,0.0,0.0,18.5,268.0,3.84,114.17,3282.0,5.27,7.54,22.44,42.33,31:17.00,0.3876,0.5,0.7,0.731,0.955,0.75,13.0,240.0,98.0,153.0,17.0,459.0,1763.0,10.0,498.0,282.0,16.0,13.0,957.0,5045.0,26.0,196.0,1.0,45.0,1010.0,1.0,69.0,2921.0,11.0,167.0,1.0,24.0,12.0,83.0,736.0,209.0,81.0,22.0,11.0,40.0,28.0,26.0,19.0,22.0,21.0,4.0,3.0
2013,Cincinnati,32.1,315.0,4.23,149.6,3949.0,6.23,5.59,21.03,41.42,31:17.08,0.4842,0.47369999999999995,0.7368000000000001,0.41200000000000003,0.9470000000000001,,13.0,417.0,124.0,175.0,16.0,517.0,2188.0,28.0,468.0,310.0,17.0,28.0,985.0,6137.0,29.0,162.0,0.0,33.0,694.0,0.0,48.0,1988.0,13.0,249.0,1.0,19.0,11.0,80.0,752.0,190.0,92.0,19.0,9.0,57.0,42.0,17.0,7.0,57.0,54.0,0.0,0.0,21.0,230.0,3.21,116.74,2745.0,4.77,15.47,19.98,43.1,28:42.92,0.33149999999999996,0.5455,0.7646999999999999,0.706,0.935,0.3333,13.0,273.0,80.0,131.0,19.0,423.0,1358.0,12.0,438.0,254.0,13.0,16.0,861.0,4103.0,17.0,263.0,1.0,49.0,979.0,1.0,78.0,3362.0,17.0,93.0,0.0,18.0,8.0,82.0,678.0,181.0,60.0,22.0,12.0,34.0,26.0,17.0,12.0,31.0,29.0,3.0,1.0
